Pop,Pop Density,Ethnic Minorities,Income,Employment,IMD,Num of Cs,Num of  Is,Num of Ss
1571,138.329965,76.2,9.7,7,21.524,0,1,0
1902,35.460043,66.9,14.3,5.5,22.928,0,2,0
2345,112.780275,91.3,14.5,8.5,25.222,0,6,4
2178,142.388175,89.7,12.1,7.6,21.758,0,0,0
2035,57.016116,79,12.4,6.8,21.12,1,0,0
1728,70.040702,84.9,9.8,5.8,19.67,0,0,1
2269,54.861004,77,11,6.1,23.491,0,2,0
2116,139.029249,84.7,13.4,6.4,23.721,0,1,0
1637,60.061904,68.4,10.6,7,15.83,0,0,0
1732,60.625639,65.4,7.2,4.5,11.775,0,4,1
1560,57.400761,70.6,16.9,11.7,27.74,0,0,0
2954,84.371543,74.7,22.9,15,33.304,1,0,0
1820,80.660344,73.2,23.3,14.4,33.513,1,0,0
1540,74.239196,68.8,26.4,17.8,38.614,0,0,0
1389,69.318589,68.7,20.5,10,29.651,0,0,0
1651,21.369643,65.5,8.6,5.7,15.555,0,0,0
2035,56.597577,68.3,12.3,6.8,17.634,0,2,0
1613,211.249612,56.2,13.4,8.1,24.308,0,0,0
1518,49.620577,48.3,17.3,8.1,23.257,0,1,0
1821,176.71812,34.6,13,8.3,24.206,0,1,0
1928,43.559684,45.6,13.3,8.9,21.226,0,0,0
1293,74.832612,39.5,8.5,5.5,13.405,0,0,0
1545,79.097747,41.1,8.3,5.8,12.31,0,0,0
1778,99.183659,45.2,14.2,7.1,19.535,0,0,0
1624,75.593463,38.6,21.3,12.3,32.579,0,0,0
1672,50.290005,56.2,16.1,10.6,23.67,0,0,0
1588,49.193315,76.7,18.7,11.2,32.538,0,0,0
1935,37.090614,65.2,18.8,9.5,27.131,0,2,0
1863,169.747977,63.1,25.5,15.9,35.651,0,0,0
1759,47.134056,55.3,22.1,12.3,28.682,0,0,0
2003,55.232668,49.1,16.6,12.9,28.578,0,0,0
1798,86.591478,40.8,12,9.4,21.374,0,0,0
1712,120.305554,59.5,13.5,8.1,20.325,0,0,0
1925,57.090013,57.6,18.6,10.8,30.431,0,1,0
1685,64.417277,57.5,14.8,8.8,22.007,0,1,0
2296,153.226185,65.4,24.5,17.4,37.833,0,6,3
1471,106.495841,66.6,17.1,11.2,34.158,0,0,0
1785,109.932727,59,17,9.2,30.111,0,5,2
1586,87.083368,59.5,16,9.9,31.007,0,0,0
1833,132.987156,37.3,10.5,5.6,18.91,0,0,0
1582,100.360199,62.2,9.9,4.1,15.506,0,0,0
1489,138.153534,58.5,8.3,4.8,14.626,0,0,0
1961,50.338111,65.3,17.4,9.7,27.517,0,0,0
1894,68.582302,59.5,10.6,6.8,19.417,0,3,0
1442,62.154117,66.9,6.6,3.2,13.553,0,2,1
1590,28.718095,63.3,15.4,9.1,25.937,0,0,0
1927,24.193069,67.7,13.9,7.4,20.361,0,2,0
1792,98.943174,56.9,11.3,7.4,20.597,0,0,0
2317,173.197672,70.6,31.8,23.1,53.09,0,6,0
2027,152.041538,61.7,21.6,13,31.433,0,1,0
2711,204.581231,60.5,18.1,11.7,31.722,0,1,0
2739,240.357973,68.4,27.4,19.2,44.228,0,7,6
2053,94.09698,60.5,21.6,14,33.636,0,2,1
2438,168.505785,74.1,29.9,20.6,42.123,0,0,1
2195,156.791504,63.9,18.5,15,34.204,0,0,0
1595,123.540652,79.4,29.3,20.8,46.028,0,0,0
1712,81.55886,45,9.7,7.5,15.596,0,0,0
1974,179.341902,47.5,18,11.2,25.279,0,3,2
1534,217.644098,46.7,11.9,8.8,22.1,0,1,0
2271,102.819691,58.3,23.1,16.2,38.611,0,2,1
1606,133.127017,49,12,8.5,19.424,0,0,0
2134,101.286163,48.2,15.2,10.3,29.612,0,1,0
1594,52.751939,69.5,8,5.2,11.259,0,1,0
1512,35.163225,65.3,6.7,3.8,9.585,0,0,0
1580,51.114566,63.1,5.8,3.7,9.401,0,0,0
1401,37.797673,68,7,5.8,10.46,0,0,0
1367,61.405758,73.2,10.3,4.2,14.775,0,0,0
1497,92.599448,78.3,13,7.5,21.407,1,1,2
1681,153.006881,66.5,24.8,15.6,33.576,0,2,0
1886,176.388303,36.4,16.9,10.6,30.368,0,4,1
1691,183.35304,34,14.5,10.4,22.321,0,0,0
1651,198.463668,37.4,14.4,8.3,22.673,0,0,0
2184,146.034316,38.5,20.3,11.5,32.72,0,3,3
1835,198.05868,32.6,11,8.1,17.113,0,0,0
1929,125.109982,53.7,23.9,15.6,34.612,0,1,0
2600,236.637167,70.6,32.2,21.3,41.111,0,0,0
1550,324.472173,77,31.3,18.9,43.404,0,0,0
2185,158.56119,51.4,15.8,10.9,29.062,0,0,0
2050,84.675568,43.5,14.5,8.7,21.039,0,0,0
1645,82.773068,43.6,9.7,5.9,15.947,0,0,0
2163,308.066163,53.3,16.5,9.6,32.007,0,5,2
1949,146.049222,47.9,14,9.9,23.465,0,0,0
1559,77.309897,36.3,14.9,12.1,26.806,0,1,0
1550,181.230379,38.9,14.5,8.5,22.118,1,0,0
1657,96.197991,26.4,10.2,8.2,19.077,0,0,0
1836,163.932348,43.4,15.4,10.8,24.708,0,0,0
1452,39.760005,75.3,9.1,4.7,10.862,0,0,0
1419,38.839588,73.1,6.1,4.5,9.588,0,0,0
1691,70.031462,68.9,11.1,6.1,17.31,0,2,0
1617,58.536674,74.6,18.2,10.9,23.892,0,0,1
1507,80.448534,69.3,8.4,4.6,14.793,0,0,0
1308,78.361652,64.6,12.4,7.2,18.175,0,0,0
2930,35.74886,60,3.4,2.1,14.257,0,1,0
1417,35.424843,68.6,7.8,3.2,9.462,0,0,0
1681,179.740171,75.6,12.1,9.4,24.088,0,0,0
1677,51.119494,72.3,12.8,9.5,22.247,0,0,1
1389,67.568859,69.9,9.3,4.3,12.26,0,0,0
1610,80.282074,66.6,9.8,4.5,13.432,0,0,0
1451,57.089231,63.3,6.6,4.1,10.723,0,0,0
1984,80.456177,68.8,8.1,4.3,17.369,1,1,3
1724,65.772145,73.4,9.9,6.6,16.509,0,0,0
2438,62.57964,77,22.4,13.2,32.606,0,1,0
2173,50.263932,60.3,18.3,12.8,28.89,0,2,0
1530,214.657788,41.4,17,12,28.906,0,0,0
2045,52.81578,26.6,13.6,8.9,20.094,1,0,0
1426,95.353535,32.8,10.6,6.1,15.538,0,1,1
1712,94.325401,25.4,8.7,5.1,14.317,0,0,0
2128,91.618429,33.5,10.5,9.1,21.296,0,2,1
1613,126.375113,46.9,9.4,7.1,14.526,0,1,0
1717,180.736728,41.6,10,5.6,14.234,0,0,0
2591,87.587502,46.8,12.5,8.9,21.525,0,1,1
1605,69.614982,71,10.8,5.2,15.01,0,0,0
2520,78.917979,72.1,18.2,10.8,26.149,3,2,0
2182,56.892353,78.9,11.4,7.7,19.307,1,1,0
1764,65.091036,62,13.6,8.3,18.959,0,0,0
2166,68.876984,78.5,9.6,5.8,20.6,0,5,2
1546,78.435853,69.5,12.4,7.6,20.65,0,0,0
2165,142.747052,73.7,14.3,7.7,19.632,0,0,0
1797,83.774353,76.3,10.6,4.1,17.074,0,3,0
1688,79.817856,73.8,24.3,19,45.345,0,0,0
1728,87.098636,75.9,27.4,18.6,46.524,0,1,0
1255,261.923192,76.8,33.8,21.7,51.401,0,1,0
3686,17.576629,76.7,17.1,14.3,36.846,0,5,0
1449,20.24364,75.6,35.8,22.6,57.244,1,0,0
1511,106.564635,78.2,25.3,17.6,39.756,0,0,0
1583,203.104614,72.9,27,16.9,39.051,0,0,0
1739,133.263557,78,28.9,18.4,43.13,0,1,0
1636,94.598736,70.8,27.3,19.5,45.54,0,0,0
1715,79.632995,73.9,12,7.5,19.696,0,1,0
2196,149.938959,78.6,11.2,6.1,18.814,0,0,0
2426,50.874058,80.4,12.7,5.8,22.141,0,1,1
1953,65.74359,74,12.1,6.5,20.99,0,0,0
2125,82.973119,79.5,13.7,8.5,24.925,0,0,0
1580,144.958371,82.3,12.7,8.6,24.049,0,0,0
1651,61.111298,76.2,16.2,7.1,22.985,0,0,0
1816,75.875067,73.2,15.4,9,25.258,0,0,0
2107,28.68387,77,10.2,5.8,19.767,0,2,0
1832,119.42984,70.2,10.7,6.8,21.621,0,0,0
1704,60.996029,76.3,12.8,7.5,24.108,0,3,0
1442,81.693075,75.7,13.7,8.9,21.83,0,0,0
1405,95.589904,82.6,13.7,7.3,19.435,0,0,0
1706,36.913393,82.2,11.8,7.5,20.903,0,0,0
1728,78.602488,77,12.8,7.2,25.172,0,3,3
1656,22.145559,47.7,14,7.9,30.14,0,0,0
1723,69.957035,62.4,10,5.4,16.12,1,0,2
1745,64.388509,61.2,12.8,7.2,18.739,0,0,0
1591,89.868961,56.3,14.2,7.6,22.448,0,1,0
1443,74.695878,65,27.3,16.7,43.498,0,0,0
2035,89.604587,65.3,20,12.9,39.15,0,1,0
1892,63.815269,65.9,18.3,12.1,33.655,0,0,0
2042,140.174402,64.2,8.6,6,15.786,0,1,0
2699,92.209125,84.5,15.4,10.8,28.674,0,0,0
2111,78.870526,84.7,9.4,4.6,16.862,0,1,0
2363,107.220203,92.5,9.6,5,18.641,0,0,0
2333,96.956791,91,12.5,5.4,24.495,0,3,1
2726,156.983448,85.9,12.8,6.5,21.854,0,4,0
3010,110.309925,81.7,16.3,9.1,29.677,0,4,2
2254,107.808693,82.5,9.7,5.8,18.16,0,0,0
1772,252.730906,49,15.2,10.2,23.342,0,0,0
2249,60.462151,54.5,16.7,9.4,28.948,0,4,2
1995,198.304127,41.3,12.9,7,22.065,0,0,0
2703,253.91287,59.2,17.3,9.5,26.984,0,6,3
2114,210.011384,57.5,19.6,12.2,30.752,0,0,0
2500,182.734806,41.7,17.7,10.1,27.298,1,2,2
2341,37.168594,65.1,31.7,23,51.118,0,0,0
2088,199.086642,50.6,17.1,9.9,24.997,0,0,4
1465,19.955874,14.5,1.1,1,4.426,0,0,0
1846,46.804339,16.1,6.8,5.3,8.685,0,0,0
1672,75.824432,12.6,5.4,3.5,6.901,1,0,0
1834,49.919367,15.2,5.2,4.2,6.434,0,0,0
1981,23.876147,18.4,6.8,5,9.063,0,0,0
1968,22.011074,17.8,7.3,5.6,11.657,0,0,0
1662,56.0619,10.6,6.9,4.1,9.788,0,0,0
1592,25.059148,10.3,3.7,2.9,6.271,0,0,0
1584,37.671007,13.6,4.8,5.7,9.788,0,0,0
1205,11.335328,4.8,4.9,3.8,7.92,0,0,0
1284,36.77277,4.5,4.7,3.7,10.106,0,0,0
1507,4.57123,6.1,4.6,4,6.82,0,0,0
1526,56.246112,5,9.6,6.6,12.177,1,0,0
1232,5.652611,1.8,4.8,4.8,6.924,0,0,0
1455,24.237493,3.1,5,4.6,7.687,0,0,0
2720,27.679412,20.8,25.6,14.6,37.586,0,1,1
1874,40.33897,16.8,11.8,8.4,18.168,0,1,1
1716,82.577913,13,12.5,9.1,17.592,0,0,0
1693,18.42963,13.4,10,7.3,19.015,0,0,0
1834,20.605428,11.6,6.6,6.4,11.279,0,0,0
1856,6.409409,5.7,3,3,5.577,0,0,0
1641,15.667447,10.6,2.9,3.5,6.865,0,0,1
2109,31.986988,13.9,8,4.9,11.493,1,0,0
1672,112.692149,10.2,6.2,5.2,8.753,0,0,0
2135,45.533556,23,3.8,2.8,5.899,0,0,0
2385,65.55584,17.3,6.8,5.3,10.594,0,0,0
1741,56.46647,17.2,4.8,3.9,7.586,0,0,0
1576,35.517736,16.3,5.2,4.4,8.286,0,0,0
1810,93.707296,18.4,10.6,5.7,12.232,0,0,0
2332,42.703275,22.7,6.2,5.3,10.154,1,2,0
2135,57.429869,22.3,14.2,9,20.773,1,2,1
1975,52.24034,17.6,5.5,3.3,13.342,0,1,0
1916,65.128833,16.3,5.6,4.7,8.932,0,0,0
1796,56.260281,13.3,4.9,4.2,8.841,0,0,0
1632,2.006726,5,3.9,3.4,9.169,0,0,1
1812,51.75304,9.5,1.4,1.9,2.655,0,0,0
1589,53.233344,7.7,2.9,3,4.327,0,0,0
1634,80.174826,16.1,7.7,7.6,12.312,0,0,0
2175,54.203788,16.3,2.2,2.7,3.543,0,0,0
1576,19.130401,7.6,9.6,8,12.631,0,0,0
1524,28.432015,8.1,7,4.3,7.29,2,1,0
1622,40.222504,6.6,6.4,4.2,6.541,0,0,1
1367,12.95249,8.6,2.8,2.4,2.568,0,0,0
1482,10.88935,15.1,14.4,10.3,21.75,0,1,0
1400,40.688599,12.8,4.2,3.5,7.176,1,0,0
1608,61.580316,11.3,11.4,7.3,13.121,0,0,0
1657,48.632614,7.4,5.1,3.1,6.716,1,1,0
1635,6.047853,18.8,4.4,4.4,11.702,0,0,0
2218,22.068329,12.7,5.7,4.8,7.762,0,0,0
1644,19.646929,6.3,4.4,3.7,7.554,0,0,0
1562,7.904837,9.4,2.4,2.6,7.31,0,1,0
1750,35.262894,9.6,2.2,1.6,3.492,0,1,0
1108,9.427662,17.8,3.4,3.8,14.009,0,0,0
1591,128.847152,34.3,14,9,20.128,1,0,0
1619,77.138513,17.6,9.3,7.9,13.73,0,0,0
1386,102.936169,25,10,6.7,12.788,0,0,0
1507,121.302722,18.8,5.4,4.6,10.113,0,0,0
1773,63.569458,14.1,5.8,4.6,10.469,0,0,0
1443,36.783716,25,6.7,5.2,10.323,0,0,0
1399,94.762865,37.7,10.3,8.5,16.348,0,0,0
1356,45.20638,19.2,10.6,7.9,16.599,0,0,0
1593,124.745878,8.9,2.4,2.8,3.318,0,0,0
1700,77.83655,14,4.9,4.7,7.865,0,0,0
1387,38.035519,14.7,10.5,8,16.171,0,0,0
2157,39.254862,17.6,6.6,3.5,10.333,0,0,0
2055,83.378864,16.3,7.3,4.3,11.785,0,0,0
1824,62.367804,18,4,3,7.002,0,0,0
1849,35.366611,17.1,4.3,4,8.117,0,0,0
2392,63.532462,16.5,6.4,4.3,9.987,2,1,2
1799,62.361807,13,4.1,3.8,6.57,0,1,0
1666,53.643332,12.6,6.6,4.6,7.53,0,0,0
1746,50.79445,13.1,6,4.2,8.436,0,0,0
2272,83.06707,29.5,17.5,11.2,27.328,0,0,0
2088,69.279665,18,17.1,10,25.428,0,0,0
1883,2.5493,20,28.2,15.9,43.281,0,0,0
1575,70.739425,21.9,30.1,18.5,43.217,0,2,0
1823,32.026513,11.8,15.6,10.3,23.575,0,0,0
1204,27.735651,4.8,6.8,6.9,13.714,0,0,0
1967,42.849823,23,23.1,14.9,36.128,0,0,0
1790,48.646733,10,19.1,11.5,27.914,0,0,0
1291,52.568837,9.8,8.9,7.7,16.178,0,0,0
1683,42.261659,9.3,9.6,6.7,14.486,1,0,0
1609,6.071767,13.6,12.6,10,21.443,1,1,0
2099,61.967227,16.8,27.6,19.2,40.937,1,3,0
1847,40.165972,16.1,28.7,18.9,41.8,0,0,0
1468,63.486503,15.8,18.5,12,29.743,0,0,0
1471,45.147162,11.9,10.4,7.8,14.361,0,0,0
1631,53.362469,10.7,14.6,9.3,19.956,0,0,0
1407,38.437925,12.1,8.2,6.1,11.971,0,0,0
1539,27.075519,13.3,18.1,12.6,30.057,0,0,0
1704,47.197445,9.7,15.1,10.7,21.883,0,0,0
1341,42.706136,14.5,22.1,14.5,32.209,0,0,0
1649,35.747305,14.4,11.7,8.9,20.161,0,0,0
1699,124.037595,17.3,28.3,18.4,42.448,0,0,0
2246,32.134347,47.3,16.2,9,25.699,0,0,0
1917,295.403084,38.1,15.1,10.6,24.882,0,0,0
2342,71.053549,35.1,16,9.2,23.251,0,0,0
1961,54.984234,39,22.3,17.1,34.812,1,1,0
1633,82.736684,41.3,30.1,19.6,41.713,0,0,0
2057,43.143129,37.7,12.6,7.8,19.473,0,0,0
2125,117.680475,29.7,11.5,6.6,17.48,0,0,0
2069,2.060374,6,9,6.3,20.247,0,2,0
1559,1.600115,4.1,3.7,3.7,12.664,0,0,0
1735,1.820114,4.1,5,4,11.329,0,0,0
1462,55.588238,8.8,20.1,16.7,30.702,0,0,0
2084,9.979592,17.7,4.2,3.6,6.681,0,0,0
1722,13.696083,5,5.8,5,8.395,0,0,0
1927,21.914418,6.5,2.2,3.2,6.135,0,0,0
1718,44.369465,10.5,4.7,3.3,7.427,0,0,0
1566,53.825141,8.2,3,2.7,5.078,0,0,0
1629,17.071972,11.5,3.4,2.5,4.925,2,0,1
1524,29.786495,5.4,1.5,1.9,4.451,0,0,0
1474,44.386892,9.5,2,2.2,3.339,0,0,0
1594,3.564197,5.3,2.5,4.2,7.816,0,0,0
1523,29.7759,6.5,4.2,3.3,9.071,1,0,1
1586,24.597409,7.1,2.8,3.2,7.262,0,0,0
1672,52.375935,16.5,5.5,3.9,6.964,0,0,0
1430,17.253142,8.1,2.2,2.1,5.404,0,0,0
1749,41.490585,10.8,8,6.9,12.203,0,0,0
1829,7.369491,6.5,5.1,4.5,7.214,0,1,1
1762,41.779563,7.2,2.1,3.1,3.044,0,0,0
1577,49.82912,7.4,2.3,2.9,4.764,0,0,0
1496,35.936222,6.9,4.8,4.8,8.72,0,0,0
1451,12.404288,16.1,9.8,12.8,23.938,0,0,0
1480,22.184642,10.1,3.6,2.9,6.02,0,0,0
1814,57.965394,18.2,2,2.7,5.485,1,1,0
1599,39.439333,12.4,4.5,2.5,4.052,0,0,0
1631,43.613538,12.3,3.8,4,6.474,0,0,0
1473,42.681256,17.4,5.7,4.4,9.362,0,0,1
2348,21.538697,19.3,4.5,3.2,7.336,0,0,2
1640,60.096304,15.6,3.8,3.4,7.717,0,0,0
1633,84.289257,17.3,6.9,6.5,13.162,1,0,0
1278,11.412464,19.9,8.6,6.4,15.109,0,0,0
1589,64.675866,22.8,15.7,10.1,22.669,0,0,0
1550,101.752981,19.2,25.2,16,37.305,0,0,0
1619,60.066063,22.3,29.2,22.1,47.689,1,0,0
1769,113.369544,18.4,20.8,12.5,31.443,0,0,1
1616,64.875863,12.2,6.8,5.3,10.181,0,0,0
1591,70.877377,14.3,22.9,15.3,31.622,0,0,0
1453,14.487753,6.8,4.3,5.6,9.502,0,0,1
1456,40.3382,8.8,13.3,10.8,22.391,0,0,0
1547,46.159458,17.4,12.8,8.4,23.025,0,1,0
2040,134.637584,20.4,28.7,17.6,36.636,0,0,0
2401,48.745367,19.3,7.9,6.2,13.639,2,7,0
1432,38.544657,9.8,5.3,5.8,9.652,0,0,0
1494,57.206001,17.2,13.7,9.6,18.856,0,0,0
1473,25.286958,7,2.5,3,4.826,0,0,0
1578,37.888558,7.4,3,3.3,3.686,0,0,0
1403,51.171477,9,10.7,8.6,14.293,0,0,0
1681,269.551288,50.9,23.9,15.5,30.14,0,0,0
1737,29.120477,15.3,5.5,6.5,13.477,0,0,0
1548,134.607361,42.1,28.1,18,42.145,0,2,0
1862,73.962053,35,11.6,9.2,19.434,2,4,6
1848,78.033367,41.8,18.2,12.1,28.064,0,0,0
1630,81.44826,30.1,11.5,8.9,18.196,1,0,0
1792,73.777831,32.9,13.4,8,19.757,0,0,0
1707,89.560099,31.2,11.6,8,17.243,0,0,0
1543,21.891012,25.3,5,4.2,8.331,0,2,0
1853,149.512809,27.1,13.3,7.4,21.754,0,0,0
2019,117.898753,45.8,19,10.5,25.697,0,1,1
1657,16.810066,9.7,3.9,3.9,6.047,1,2,1
1585,46.470854,10.2,5.1,5.9,7.005,0,0,0
1532,25.85293,6,2.7,3.1,4.188,0,0,0
1518,51.047805,7.9,1.6,1.9,2.339,0,0,0
1358,54.165243,8.6,3.1,3.1,5.127,0,0,0
1588,39.746576,11.3,8,6.1,10.196,0,0,2
1655,24.1891,9.9,2.9,3.1,3.255,0,0,0
1438,31.325607,11.1,1.8,2,4.284,0,0,0
1531,31.158143,7.8,1.2,1.5,2.586,0,0,0
1526,70.932103,26.3,8.4,6.4,14.081,0,0,0
1614,11.910903,19.1,6.6,5.7,13.454,0,0,0
1743,38.743002,25.1,19.4,12,26.536,1,0,1
1632,26.396573,15.2,13.8,12.7,21.127,0,0,1
1737,72.775676,19.6,10.2,6.6,13.278,0,0,0
1718,81.033485,11.3,6.2,5.6,11.568,0,0,0
1343,89.190023,15.6,10.5,7.4,15.415,1,0,0
1724,78.960285,15.7,10.3,8.9,17,0,0,0
1604,27.656443,12.1,1.8,2.1,4.317,0,0,0
1968,49.60777,18.4,5,3.3,5.195,0,0,0
1810,60.136209,16.8,7,5.9,10.099,0,0,0
1910,113.768794,17.8,4.9,3.6,6.085,0,0,0
1518,28.331123,14.7,1,1.4,3.748,0,0,0
1747,32.837966,13.7,6.8,5,8.153,0,0,0
1497,15.903711,14.4,3.4,3.4,5.996,0,1,0
1415,43.80694,11.9,2,1.8,2.759,0,0,0
1328,59.739683,9.2,3.5,3.1,4.859,0,0,0
1734,61.570775,10.8,6.9,4.2,7.308,1,1,1
1419,79.923638,10.9,3.1,2.9,5.562,0,0,0
1540,29.914926,14.7,6.2,6.9,10.214,0,0,0
1465,26.036352,9.7,2.1,3.5,5.005,0,1,0
1416,50.662554,8.9,1.4,2.1,4.317,0,0,0
1491,19.128116,6.6,5.4,5.8,10.385,0,0,0
1655,60.010304,9,3.5,3.4,4.549,1,0,0
1754,209.156051,19,5.2,4.3,8.523,0,0,0
1989,198.860427,28.8,12.4,5.4,13.567,0,0,0
2129,153.695729,24.5,5.1,4.2,9.797,0,0,0
1849,181.231565,21.9,7.8,5.1,11.305,0,0,1
1749,179.506901,41.3,17.2,12.6,22.13,0,0,0
2009,215.893548,40.7,15.3,8.9,17.13,1,0,0
2105,209.540931,21.2,4.4,2.8,6.035,0,0,1
1952,336.78242,24,4.2,2.9,7.694,0,1,0
2253,98.007891,36.1,6.2,3.7,14.252,1,0,0
2559,188.196982,38.1,4.3,3,14.959,0,0,0
2037,177.192837,41.2,6.7,4.4,14.633,0,0,0
1767,347.484152,40.3,22.6,17.7,30.826,1,1,1
2036,110.385305,58.3,12,6.1,15.832,0,1,0
1747,57.28514,28.5,4.8,3.8,14.66,0,0,0
1908,138.890517,42.9,20.9,13.1,31.404,1,0,0
1648,192.464906,19.2,13.4,8.8,14.85,0,1,1
2169,109.607649,42.2,26.1,16.5,37.66,1,0,0
1778,213.222531,13.1,5,4.4,7.224,0,0,0
1438,90.531238,17.1,16.4,6.9,17.703,0,0,0
1747,182.689238,30.5,17.7,12.9,33.498,0,3,0
1852,105.960726,18,4.6,3.7,10.864,0,0,2
1917,102.621852,23.4,15.8,13.7,34.37,3,3,2
1870,169.875404,26.4,11,8,17.932,0,0,0
1889,158.900413,25.7,6.1,4.6,13.236,0,0,0
2815,209.7237,29.4,15.1,10.8,22.434,0,0,0
2079,213.519535,40.7,22,12.2,28.4,0,0,0
1857,322.384695,52.4,24.9,18,39.291,0,0,0
2466,248.241047,27.5,16.2,10.2,22.144,0,0,0
1898,225.615837,25.2,18.6,14.2,26.832,0,0,0
2067,59.804362,29.7,10.7,6.5,14.237,0,0,0
2238,190.015718,33.1,15.6,11.1,24.312,1,1,0
1893,175.9616,18.7,7.3,5.2,8.615,0,0,0
1909,221.045193,24.4,3.5,2.7,4.907,0,1,0
1939,166.199055,32.5,15.8,10.1,21.838,0,0,0
2229,196.623388,41.6,22.4,14.6,29.94,0,0,0
1886,188.269173,20.9,8.3,6.5,11.158,0,1,0
2380,155.354681,31.5,4.7,2.3,5.647,0,0,0
1745,99.832099,19.6,3.7,2.8,5.877,0,2,0
1980,100.439611,24.2,3.5,2.7,6.105,0,0,0
2051,148.597948,32.1,9.4,6.1,13.429,0,0,0
2040,172.257608,19.1,1.8,1.2,4.319,0,1,0
1880,124.569085,35.9,5,2.8,9.536,0,0,0
1858,68.391628,20.1,3.6,3.8,5.273,0,0,0
1808,58.26669,24.3,3.7,2.2,7.027,0,0,0
1716,256.362029,17.2,7.5,5.3,9.126,0,1,0
1795,196.308417,22.9,9,6.8,13.063,0,1,0
1862,191.349856,22.4,9.3,8,14.584,0,0,0
2124,137.812741,39.1,22.9,16.9,30.868,0,0,0
1764,227.528732,39,29.4,22.6,40.883,0,0,0
1776,377.814141,43.3,27.7,19,38.283,0,4,1
2353,175.303917,25.6,14.2,8.5,15.799,0,0,0
1801,33.554669,11.9,3.7,3.3,5.314,0,0,0
1725,76.205973,15.8,3,2.5,6.601,0,0,0
2007,176.909869,20.2,8.7,4.4,8.367,0,0,1
2067,125.60417,15.2,2.4,2.2,5.734,0,0,1
1971,132.537623,20.5,3,2.8,5.398,0,0,0
2288,124.581606,41.5,10.4,5.6,11.81,0,0,0
2084,19.087852,12.9,1.3,1,5.971,0,1,0
2070,214.736839,27.8,16.2,12,26.042,0,2,0
2675,217.929833,50.2,24.8,15.5,30.351,0,8,0
1744,289.475187,46.9,27.9,17.2,36.241,0,0,0
1787,134.83594,25.9,15.7,8.9,18.925,0,0,0
2738,247.412895,33.7,18.7,10.7,24.584,0,0,0
2257,420.841833,47.9,29.1,17.1,38.075,0,0,0
1649,116.613078,22.5,7.2,4.9,10.421,0,0,0
1664,211.336045,26.5,23.6,18.4,33.796,0,0,0
1943,90.595556,27.6,20.1,15.5,27.211,0,0,0
1903,85.142343,15.9,7.9,7.1,11.771,0,0,0
1778,174.907812,15.8,5.1,4.8,9.73,0,0,0
1781,165.415539,22,15.6,10.3,16.959,0,0,0
1882,21.494624,22.7,18.1,10.7,22.316,0,1,0
1928,12.693737,11.8,2.3,3.2,9.279,0,0,0
2444,56.769936,32.1,7.3,5.2,13.106,0,2,1
1744,195.726518,50.4,19.5,11,23.058,0,2,0
2547,240.350408,37.4,13.5,8.3,19.491,0,0,1
2301,296.620422,48.4,27.8,19.3,34.957,0,0,0
2381,133.942738,37.4,13.1,8.6,20.684,0,0,0
2166,156.831466,43.1,11.6,8,21.741,0,1,0
2404,168.762521,31.6,11.3,6.8,15.017,1,1,0
2422,147.716217,23.6,8.6,6.1,15.197,0,5,2
1952,89.52988,27.7,16,10.3,21.717,1,0,0
1681,1107.568561,20.9,12.4,10.3,19.37,0,0,0
2017,157.923793,21.3,9.9,6.5,13.294,0,1,0
1686,206.709197,44.7,25.2,15.1,29.369,0,1,0
2051,238.961015,40.7,14.9,7.6,17.412,0,1,0
2111,248.58231,23.2,9.6,6.7,14.937,1,4,0
2025,70.159895,25.5,14.8,10.8,20.295,1,1,0
2264,251.033462,46.6,20.3,12.3,25.374,0,0,0
2386,206.695783,41.6,24.9,11.8,30.755,1,0,0
2434,164.816175,41,25.1,15.5,34.552,1,4,1
2024,348.73427,30.3,16.4,9.8,20.043,0,0,0
2165,165.446236,27,15.9,10.4,25.739,0,0,1
1853,170.933044,48.4,26.9,18.5,35.446,0,0,0
1523,298.216147,47.7,27.7,16.5,32.327,0,0,0
2003,238.700402,51.1,14.7,8.1,21.454,0,0,0
2230,156.833687,47.7,6.5,3.8,14.324,0,0,0
2077,271.977326,53.9,18,12.5,33.666,1,1,0
1583,222.558176,66.6,26.7,17.3,39.074,0,0,0
1564,406.009459,48.7,14.4,7.7,19.688,0,1,0
1360,384.067307,52.5,27.1,17.8,38.035,0,2,0
2473,287.422082,39.6,6.1,3.3,15.339,0,0,0
1144,198.327255,36.3,10.9,11,19.812,0,0,0
2205,1053.876257,51.8,18,10,22.702,0,0,0
1786,56.263675,53.2,19.2,12,29.491,0,3,0
2269,49.748284,35.4,12.8,6.6,14.777,0,2,0
2308,189.041413,36.3,15.7,11.3,24.682,1,3,0
2006,74.735052,26,15.3,11.6,28.939,0,1,0
1925,515.680712,40.2,15.7,10.1,19.618,0,0,0
1309,169.97574,60.3,29.6,17.9,39.726,0,0,0
1835,302.967213,53.6,29,15.1,34.249,0,0,0
1904,183.643552,48.8,23,15.6,33.388,0,0,0
3943,63.698682,53.2,25.6,13.2,37.205,1,0,0
1922,428.077806,55.9,27,17.5,34.893,0,1,0
1797,527.763069,48.5,21.8,15.9,33.231,0,0,0
2032,104.497754,58.8,22.7,14.4,33.601,0,2,0
1687,168.449987,38.9,20.5,13.2,26.314,0,0,0
